# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
33178.4000 M804 543643 3 9412.4000 c71 p26 143 N c71->c67->c76->p26
33219.3000 M579 955534 3 16111.3000 w116 c64 31 N w116->p35->w93->c64
33341.5000 M968 559563 1 4742.5000 c54 c57 220 N c54->c57
33352.7000 M873 899802 1 7549.7000 c53 p20 174 N c53->p20
33362.7000 M805 553650 1 9563.7000 c58 p21 140 N c58->p21
33387.9000 M751 995086 4 11168.9000 t123 p12 113 N t123->t121->w84->p18->p12
33410.5000 M1080 757410 2 1506.5000 p14 c67 274 N p14->w100->c67
33436.6000 M1012 749122 1 3546.6000 w107 c53 240 N w107->c53
33534.3000 M944 723435 4 5626.3000 w115 w103 206 N w115->p12->p1->w112->w103
33571.4000 M905 782526 2 6817.4000 t120 p25 186 N t120->p6->p25
33578.7000 M991 603033 1 4318.7000 p37 c59 228 N p37->c59
33664.2000 M1003 513258 3 4031.2000 w119 p5 232 N w119->w90->c58->p5
33703.2000 M644 696202 2 14649.2000 c41 w94 55 N c41->w92->w94
33730.4000 M602 622814 4 15946.4000 p4 p15 34 N p4->t122->p8->c73->p15
33736.0000 M830 667378 1 9224.0000 c44 w107 146 N c44->w107
33743.3000 M1075 631845 2 1988.3000 c74 p34 266 N c74->c51->p34
33884.5000 M973 784987 2 5136.5000 c53 c48 214 N c53->w118->c48
33891.8000 M801 860493 3 10209.8000 p4 c47 129 N p4->p29->p33->c47
33929.3000 M871 597443 1 8182.3000 c41 w112 163 N c41->w112
33942.0000 M946 916434 1 5976.0000 w112 w97 200 N w112->w97
33955.2000 M614 517233 6 15815.2000 c76 w86 36 N c76->p20->p38->w84->c57->c51->w86
33957.0000 M1071 915676 2 2313.0000 w109 c49 261 N w109->w100->c49
33975.7000 M641 818700 2 15015.7000 t122 w84 49 N t122->t124->w84
34026.7000 M750 731784 1 11841.7000 c58 w87 102 N c58->w87
34034.6000 M1129 693778 1 669.6000 w90 p25 288 N w90->p25
34065.2000 M1065 630761 1 2606.2000 c41 w80 256 N c41->w80
34079.5000 M597 708750 2 16441.5000 c61 t122 25 N c61->w86->t122
34082.8000 M972 806716 1 5360.8000 t122 w86 210 N t122->w86
34143.1000 M918 796144 2 7022.1000 c47 c54 182 N c47->t121->c54
34167.3000 M844 649415 4 9227.3000 c53 p18 146 N c53->c62->p20->p39->p18
34186.0000 M923 804568 1 6911.0000 w87 c50 184 N w87->c50
34244.7000 M942 755650 1 6399.7000 w114 w85 193 N w114->w85
34259.1000 M615 939241 3 16089.1000 w83 p12 31 N w83->w108->p34->p12
34260.8000 M626 794353 4 15760.8000 c40 c78 37 N c40->w112->w99->p32->c78
34280.5000 M917 501404 2 7188.5000 c50 t121 180 N c50->w81->t121
34285.0000 M984 771333 6 5231.0000 w103 p28 212 N w103->p19->p7->p24->p37->c48->p28
34294.6000 M880 697604 2 8284.6000 w82 p13 161 N w82->w89->p13
34357.4000 M581 524726 2 17186.4000 w93 p18 13 N w93->c64->p18
34375.8000 M763 542576 2 11804.8000 p24 w92 103 N p24->w85->w92
34414.2000 M886 915155 3 8227.2000 p6 c72 162 N p6->p29->p5->c72
34418.6000 M869 519542 2 8735.6000 p24 c55 154 N p24->p18->c55
34489.9000 M996 561410 3 5076.9000 c62 p29 215 N c62->w96->c59->p29
34503.2000 M831 929316 2 9960.2000 c49 p13 133 N c49->p0->p13
34525.4000 M1127 606207 2 1215.4000 p8 w96 279 N p8->w109->w96
34582.3000 M1156 629347 1 430.3000 p23 p38 292 N p23->p38
34588.8000 M779 951473 2 11544.8000 t122 c54 107 N t122->t123->c54
34597.4000 M910 590710 2 7705.4000 p23 p22 171 N p23->p0->p22
34614.8000 M874 552901 1 8782.8000 c48 p11 153 N c48->p11
34624.8000 M955 803588 2 6394.8000 w112 c42 193 N w112->w94->c42
34634.8000 M989 694881 1 5428.8000 c60 c65 209 N c60->c65
34653.5000 M889 630324 5 8375.5000 c59 c65 160 N c59->w117->t123->w86->p5->c65
34692.5000 M1150 969261 1 707.5000 c72 t120 288 N c72->t120
34712.9000 M821 643230 2 10452.9000 t123 c42 125 N t123->w85->c42
34726.5000 M676 532819 5 14723.5000 w84 w98 54 N w84->c69->p39->p35->w103->w98
34738.8000 M793 680242 3 11291.8000 t121 p23 111 N t121->w82->p30->p23
34739.4000 M860 945870 4 9327.4000 w97 c79 144 N w97->p36->w92->w94->c79
34766.9000 M847 529953 2 9739.9000 c63 p8 137 N c63->c65->p8
34793.1000 M1081 672405 3 2855.1000 w90 c65 252 N w90->c58->w87->c65
34809.3000 M827 724111 5 10383.3000 w99 p4 126 N w99->p37->p38->p20->w98->p4
34819.2000 M1077 672019 1 3008.2000 p0 c43 249 N p0->c43
34941.6000 M960 510390 6 6562.6000 c41 w113 190 N c41->c54->w89->c74->c42->p25->w113
35005.0000 M1105 513339 2 2367.0000 p35 w116 260 N p35->c51->w116
35027.5000 M1119 800646 1 1958.5000 w94 w82 267 N w94->w82
35030.8000 M657 817892 5 15592.8000 c52 w94 40 N c52->w116->p35->w93->w82->w94
35083.5000 M1159 782020 1 837.5000 t120 c51 286 N t120->c51
35102.0000 M1146 977048 1 1225.0000 w96 w103 279 N w96->w103
35143.7000 M1086 685102 1 3058.7000 c78 p26 249 N c78->p26
35256.1000 M948 555489 1 7226.1000 w90 w103 179 N w90->w103
35329.0000 M745 913314 4 13285.0000 w90 w86 78 N w90->w103->w105->w106->w86
35339.9000 M1192 760945 1 134.9000 p16 w83 297 N p16->w83
35341.8000 M739 611057 2 13483.8000 c76 p9 75 N c76->p20->p9
35489.5000 M1058 629266 2 4241.5000 p37 w95 229 N p37->w113->w95
35596.9000 M947 551826 4 7599.9000 p2 t123 173 N p2->w101->p33->p29->t123
35716.8000 M807 790973 5 11862.8000 w113 c50 102 N w113->w100->c44->w118->w119->c50
35954.8000 M962 625362 3 7522.8000 p11 w92 174 N p11->w95->c70->w92
35987.9000 M634 849891 4 17234.9000 p38 c71 12 N p38->p37->w101->p2->c71
35998.2000 M977 641245 1 7144.2000 c79 p24 180 N c79->p24
36016.6000 M638 935143 4 17149.6000 c66 t121 14 N c66->w117->t123->w97->t121
36032.7000 M931 765888 1 8508.7000 p38 c46 158 N p38->c46
36079.6000 M836 713463 2 11392.6000 c60 c47 110 N c60->c45->c47
36172.0000 M926 768717 1 8806.0000 p25 c59 153 N p25->c59
36291.1000 M743 957698 3 14310.1000 w86 p26 61 N w86->w83->p18->p26
36344.3000 M1124 791961 1 3126.3000 c57 w87 247 N c57->w87
36373.0000 M932 528714 2 8819.0000 c58 c55 153 N c58->w103->c55
36400.5000 M1091 611807 3 4170.5000 w104 w113 230 N w104->c50->p30->w113
36483.6000 M1167 667377 1 2002.6000 w81 p3 266 N w81->p3
36486.7000 M1113 753386 1 3601.7000 p3 p33 239 N p3->p33
36572.9000 M1132 798670 2 3114.9000 w90 c44 248 N w90->p25->c44
36590.9000 M1079 586753 3 4720.9000 c67 c63 221 N c67->t124->w96->c63
36619.0000 M939 901810 2 8869.0000 c60 p39 152 N c60->w101->p39
36648.4000 M864 523033 3 11117.4000 p6 c72 114 N p6->c49->p38->c72
36726.1000 M915 520599 3 9687.1000 w111 w105 138 N w111->p33->w115->w105
36730.0000 M1010 964759 2 6901.0000 p12 w105 184 N p12->w115->w105
36735.8000 M935 901294 3 9094.8000 w106 c63 148 N w106->w90->w103->c63
36767.4000 M953 993480 1 8594.4000 c51 c54 156 N c51->c54
36812.4000 M1184 802965 1 1835.4000 p11 c57 269 N p11->c57
36826.2000 M881 876699 2 10787.2000 c72 w101 120 N c72->c76->w101
36865.3000 M1021 808544 1 6713.3000 c74 w100 188 N c74->w100
37160.8000 M694 803835 4 16619.8000 p33 w107 23 N p33->w99->p11->c44->w107
37281.2000 M1073 643251 1 5578.2000 t120 c67 207 N t120->c67
37391.2000 M1083 545463 4 5395.2000 c46 p37 210 N c46->p29->p33->p21->p37
37401.8000 M1018 602960 1 7336.8000 c44 w89 177 N c44->w89
37408.1000 M1220 699283 1 1390.1000 c47 w116 276 N c47->w116
37445.1000 M1063 600535 2 6047.1000 c46 w88 199 N c46->p21->w88
37448.7000 M1153 880135 3 3379.7000 p29 w88 243 N p29->p33->p21->w88
37482.3000 M895 702533 3 11023.3000 w91 w81 116 N w91->p10->w109->w81
37489.8000 M819 810717 4 13284.8000 c75 p33 78 N c75->p4->w82->w94->p33
37523.6000 M803 625220 2 13783.6000 p26 w89 70 N p26->c42->w89
37589.6000 M799 805167 3 13963.6000 c54 c61 67 N c54->p36->p3->c61
37593.1000 M718 917989 1 16349.1000 p9 w93 27 N p9->w93
37655.6000 M1053 703183 4 6563.6000 w116 w93 190 N w116->c73->p29->p33->w93
37666.3000 M1104 908477 2 5062.3000 c57 w89 215 N c57->c60->w89
37671.4000 M994 584228 3 8319.4000 c67 w102 161 N c67->p1->w105->w102
37679.2000 M1009 643124 3 7876.2000 w84 c46 168 N w84->w93->w108->c46
37705.5000 M1154 501295 3 3610.5000 c55 w102 239 N c55->c63->p28->w102
37759.1000 M802 720192 2 14050.1000 c75 c43 65 N c75->p32->c43
37783.7000 M980 997709 4 8846.7000 p33 c63 152 N p33->w115->p12->p1->c63
37791.6000 M1133 637058 2 4300.6000 w111 c49 228 N w111->w100->c49
37844.9000 M1231 583949 1 1498.9000 c58 c61 275 N c58->c61
37850.5000 M884 543590 5 11729.5000 p1 w114 104 N p1->c70->p23->c51->c74->w114
37871.6000 M1257 706494 2 753.6000 c58 w80 287 N c58->c74->w80
37914.0000 M1030 540552 2 7499.0000 p38 p14 175 N p38->p20->p14
37924.4000 M1064 544186 3 6497.4000 w91 p0 191 N w91->w107->c57->p0
37981.6000 M754 974848 4 15676.6000 w118 w97 38 N w118->w93->w82->w94->w97
37988.9000 M1227 795934 2 1766.9000 p29 w116 270 N p29->p33->w116
38029.9000 M875 903030 3 12166.9000 p34 c41 97 N p34->p22->p20->c41
38131.6000 M735 968284 2 16384.6000 c64 p9 26 N c64->w118->p9
38158.1000 M833 661156 2 13560.1000 c51 p17 73 N c51->p20->p17
38195.2000 M1155 510876 1 4075.2000 c46 w82 232 N c46->w82
38456.3000 M766 657726 4 15795.3000 p23 p31 36 N p23->t125->w113->c56->p31
38470.9000 M938 638359 4 10753.9000 p33 w93 120 N p33->w115->w116->p31->w93
38484.8000 M1022 988529 2 8302.8000 p34 p39 161 N p34->p16->p39
38506.1000 M768 795287 3 15783.1000 w96 w106 36 N w96->t124->w84->w106
38568.0000 M1093 841179 4 6276.0000 t124 p26 195 N t124->t125->c66->c68->p26
38579.7000 M1158 721436 2 4363.7000 c57 p17 227 N c57->p14->p17
38581.4000 M811 629312 5 14612.4000 p4 p25 56 N p4->p33->w115->w116->p31->p25
38652.6000 M1248 562228 2 1803.6000 p34 c71 269 N p34->w106->c71
38664.9000 M1005 640770 1 8979.9000 p11 p15 150 N p11->p15
38723.7000 M967 733807 3 10154.7000 c74 c65 130 N c74->c51->p29->c65
38758.0000 M838 695897 2 14012.0000 p31 w111 66 N p31->c56->w111
38823.6000 M877 749887 3 12902.6000 c43 c74 84 N c43->w112->p28->c74
38837.1000 M1095 667099 2 6491.1000 p9 w117 191 N p9->c59->w117
38862.7000 M900 647549 4 12261.7000 w90 p36 95 N w90->p18->t123->t125->p36
38937.1000 M1028 695051 2 8580.1000 w92 p32 156 N w92->p3->p32
38967.5000 M1090 557230 3 6766.5000 w106 c40 187 N w106->w90->w103->c40
38973.5000 M1008 830533 4 9195.5000 c59 w105 146 N c59->w92->p4->p36->w105
39034.2000 M859 964922 3 13652.2000 c66 c74 72 N c66->c53->w91->c74
39075.3000 M891 552248 1 12739.3000 t124 c43 87 N t124->c43
39176.3000 M1259 749420 1 1995.3000 p37 c54 266 N p37->c54
39183.1000 M1019 512828 5 9088.1000 p25 c73 148 N p25->p20->p39->w93->w108->c73
39184.9000 M1122 569506 2 6029.9000 w83 c71 199 N w83->w118->c71
39207.2000 M1055 599247 2 8054.2000 c47 c50 165 N c47->p5->c50
39437.3000 M1136 833312 1 5857.3000 p10 w80 202 N p10->w80
39450.1000 M912 546554 1 12502.1000 w110 c73 91 N w110->c73
39459.9000 M1139 634369 2 5792.9000 w108 c53 203 N w108->p23->c53
39488.7000 M1072 829346 2 7819.7000 p36 p16 169 N p36->p30->p16
39502.5000 M1002 618719 3 9900.5000 c76 p19 134 N c76->c64->p24->p19
39568.8000 M769 608185 1 16813.8000 w117 c73 19 N w117->c73
39589.6000 M1006 982917 2 9870.6000 c47 p22 135 N c47->c78->p22
39612.1000 M1142 689140 3 5853.1000 p21 c73 202 N p21->w95->c45->c73
39674.6000 M1307 832511 1 1059.6000 p31 w98 282 N p31->w98
39677.7000 M920 758280 2 12493.7000 w97 w98 91 N w97->p31->w98
39694.4000 M1168 692012 2 5186.4000 w102 w106 213 N w102->w115->w106
39697.3000 M992 724819 2 10407.3000 w102 w106 126 N w102->w115->w106
39755.8000 M842 866173 1 14877.8000 c43 p25 52 N c43->p25
39844.9000 M943 771986 3 11965.9000 c73 w104 100 N c73->t123->t124->w104
39884.3000 M1199 954031 1 4490.3000 c72 p39 225 N c72->p39
39906.8000 M1343 987217 1 215.8000 p22 w99 296 N p22->w99
39971.0000 M1252 689062 3 3001.0000 c58 p25 249 N c58->p24->p19->p25
40066.9000 M892 963592 2 13700.9000 w92 c78 71 N w92->w100->c78
40119.3000 M841 927768 5 15272.3000 t121 c56 45 N t121->p8->w109->w90->w103->c56
40138.8000 M1204 522960 2 4594.8000 w101 w80 223 N w101->p39->w80
40190.9000 M1023 961812 3 9979.9000 c40 c74 133 N c40->w91->w107->c74
40194.7000 M1126 645242 2 6918.7000 w86 w110 184 N w86->p5->w110
40267.9000 M854 672794 2 15033.9000 t122 c79 49 N t122->p1->c79
40329.9000 M898 669406 4 13784.9000 w105 c41 70 N w105->w106->w90->w103->c41
40393.3000 M1120 797053 3 7295.3000 p12 w101 178 N p12->p1->w112->w101
40399.4000 M848 981286 3 15346.4000 t120 p7 44 N t120->t122->p1->p7
40413.5000 M1191 747657 3 5237.5000 w115 w111 212 N w115->p19->p11->w111
40431.4000 M770 865696 3 17649.4000 p7 t122 5 N p7->c60->c44->t122
40567.7000 M1330 697472 1 1256.7000 t121 p11 279 N t121->p11
40573.3000 M1096 549499 3 8200.3000 c79 p25 163 N c79->w86->t120->p25
40574.0000 M1121 683782 1 7446.0000 p30 w91 175 N p30->w91
40620.5000 M1332 657150 2 1248.5000 p24 c78 279 N p24->p12->c78
40787.5000 M1249 649800 2 3904.5000 p6 c78 234 N p6->p36->c78
40891.5000 M858 958916 3 15542.5000 p1 c61 40 N p1->p30->w91->c61
40899.7000 M1094 888305 1 8579.7000 p35 p0 157 N p35->p0
40902.8000 M1190 753303 1 5752.8000 p0 p35 204 N p0->p35
41076.8000 M784 810297 2 17882.8000 w98 p35 1 N w98->w90->p35
41124.0000 M1174 565714 4 6442.0000 c43 c68 192 N c43->c47->w104->p3->c68
41131.1000 M1185 948888 2 6129.1000 p11 p5 197 N p11->w111->p5
41208.1000 M940 927859 3 13427.1000 p37 w97 76 N p37->w101->w91->w97
41223.1000 M1116 644710 2 8246.1000 w101 c50 162 N w101->p39->c50
41329.1000 M1149 770433 1 7369.1000 c52 c40 177 N c52->c40
41334.3000 M1011 558090 2 11477.3000 c68 c50 108 N c68->p35->c50
41369.7000 M1187 550667 1 6303.7000 c68 p21 194 N c68->p21
41461.5000 M1111 608357 1 8634.5000 c60 c48 156 N c60->c48
41573.1000 M1179 666275 1 6746.1000 c41 w94 187 N c41->w94
41679.4000 M1369 666676 1 1208.4000 w111 w87 279 N w111->w87
41685.3000 M937 926429 1 13993.3000 c71 c51 66 N c71->c51
41688.2000 M1271 623312 1 4133.2000 p25 p29 231 N p25->p29
41690.9000 M1239 653874 3 5100.9000 p31 p29 214 N p31->w97->p25->p29
41704.0000 M1353 804278 1 1707.0000 p35 w81 271 N p35->w81
41724.1000 M997 695776 1 12277.1000 p3 p37 95 N p3->p37
41730.1000 M987 782512 4 12584.1000 c73 p16 90 N c73->c61->w110->p6->p16
41775.2000 M1049 615185 3 10800.2000 c52 w110 119 N c52->p38->w80->w110
41782.8000 M1233 832738 1 5373.8000 c76 p24 210 N c76->p24
41804.3000 M1209 895914 1 6116.3000 p0 p5 198 N p0->p5
41818.4000 M861 667736 4 16380.4000 t123 c50 26 N t123->p37->p11->p32->c50
41907.6000 M1042 847758 1 11131.6000 w88 p14 114 N w88->p14
41915.3000 M1387 519461 1 912.3000 c41 w85 284 N c41->w85
41947.4000 M1151 959907 2 7932.4000 c45 w109 167 N c45->c53->w109
41965.4000 M1254 593340 2 4937.4000 w96 c59 217 N w96->w110->c59
42082.8000 M1235 622079 3 5613.8000 p11 c59 206 N p11->w111->t121->c59
42116.6000 M988 784121 2 12939.6000 c70 p38 84 N c70->w101->p38
42154.8000 M1350 644680 1 2250.8000 w80 p8 262 N w80->p8
42208.9000 M1166 945960 1 7760.9000 c42 w99 170 N c42->w99
42217.2000 M1297 826557 1 3896.2000 w86 p29 235 N w86->p29
42236.1000 M887 871004 2 16016.1000 p18 w101 33 N p18->w84->w101
42258.2000 M1032 650210 1 11780.2000 c57 p28 103 N c57->p28
42299.1000 M1232 854910 2 5919.1000 w101 c64 201 N w101->p39->c64
42332.6000 M1144 719924 2 8514.6000 p27 w100 158 N p27->w109->w100
42398.3000 M1342 581722 1 2740.3000 p16 c59 254 N p16->c59
42455.3000 M1371 639947 1 1921.3000 c75 p11 267 N c75->p11
42461.6000 M863 882539 5 16961.6000 w99 p24 17 N w99->p11->w95->w96->w90->p24
42470.4000 M1240 687480 1 5850.4000 p14 w110 202 N p14->w110
42502.0000 M925 560500 6 15170.0000 t122 w83 47 N t122->w113->c49->c54->p24->c42->w83
42603.6000 M908 659674 1 15766.6000 p23 w110 37 N p23->w110
42661.4000 M1372 680767 1 2094.4000 c58 c69 265 N c58->c69
42683.6000 M1264 863405 2 5348.6000 w84 c78 210 N w84->w101->c78
42701.6000 M936 907628 4 15034.6000 p19 c55 49 N p19->w103->p34->w96->c55
42712.0000 M1183 531616 3 7767.0000 t123 w108 170 N t123->w82->w110->w108
42719.8000 M1024 877657 2 12479.8000 c72 c53 92 N c72->t120->c53
42763.1000 M1118 648913 2 9727.1000 t123 p9 137 N t123->t125->p9
42779.8000 M1178 877183 3 7977.8000 w99 w103 167 N w99->w86->p2->w103
42796.3000 M1152 807781 1 8753.3000 w86 p36 154 N w86->p36
42802.2000 M1135 743444 1 9249.2000 p1 c67 145 N p1->c67
42852.0000 M1197 929061 1 7509.0000 p29 p9 174 N p29->p9
42867.8000 M1171 560896 2 8269.8000 p35 w100 162 N p35->p8->w100
42901.2000 M1046 528013 3 12010.2000 p27 c69 99 N p27->w96->c60->c69
42926.9000 M1020 967743 3 12805.9000 c60 w108 86 N c60->w111->p11->w108
43024.8000 M1212 688282 1 7249.8000 c68 c69 179 N c68->c69
43095.8000 M1157 637845 3 8910.8000 w117 w88 151 N w117->c41->w108->w88
43139.1000 M966 797377 2 14595.1000 w112 p27 56 N w112->p39->p27
43150.2000 M1283 537517 2 5240.2000 c47 w102 212 N c47->c42->w102
